FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2018/19,Vancouver Island,West Coast General Hospital,Rectal Surgery,<5,13,7.4,10.7
2018/19,Vancouver Island,West Coast General Hospital,Uterine Surgery,14,67,8.6,14.9
2018/19,Vancouver Island,West Coast General Hospital,Vaginal Repair,<5,9,9.4,18.7
2018/19,Vancouver Island,West Coast General Hospital,Wound/Laceration Care,<5,11,2.7,9.4
2019/20,All Health Authorities,All Facilities,Abdominoplasty,129,171,15.0,53.9
2019/20,All Health Authorities,All Facilities,All Other Procedures,"1,510","5,930",4.0,18.6
2019/20,All Health Authorities,All Facilities,All Procedures,"93,840","248,525",7.1,31.1
2019/20,All Health Authorities,All Facilities,Aortic Aneurysm Repair,70,459,3.7,11.6
2019/20,All Health Authorities,All Facilities,Appendectomy,65,267,5.1,14.8
2019/20,All Health Authorities,All Facilities,Bariatric Surgery,109,420,6.1,15.0
2019/20,All Health Authorities,All Facilities,Biopsy in OR,421,"2,232",2.7,12.0
2019/20,All Health Authorities,All Facilities,Bladder Surgery,944,"5,063",3.9,14.9
2019/20,All Health Authorities,All Facilities,Bowel Resection,374,"2,793",3.3,11.6
2019/20,All Health Authorities,All Facilities,Breast Biopsy,181,"1,677",3.0,7.9
2019/20,All Health Authorities,All Facilities,Breast Reconstruction,853,"1,384",9.4,47.0
2019/20,All Health Authorities,All Facilities,Breast Reduction,"1,764","1,948",21.1,56.3
2019/20,All Health Authorities,All Facilities,CSF Drainage,10,88,1.6,8.2
2019/20,All Health Authorities,All Facilities,Cataract Surgery,"25,038","63,553",9.7,34.0
2019/20,All Health Authorities,All Facilities,Cholecystectomy,"1,674","5,303",5.9,22.4
2019/20,All Health Authorities,All Facilities,Colostomy/Ileostomy,190,666,6.5,22.9
2019/20,All Health Authorities,All Facilities,Cone Biopsy,30,268,4.3,11.4
2019/20,All Health Authorities,All Facilities,Cranial Surgery,158,983,2.0,13.2
2019/20,All Health Authorities,All Facilities,Cyst/Ganglion Removal,435,"1,161",5.9,24.9
2019/20,All Health Authorities,All Facilities,D&C and Related Surgery,"1,336","5,455",5.0,20.2
2019/20,All Health Authorities,All Facilities,Dental Surgery,"2,301","7,088",7.4,24.1
2019/20,All Health Authorities,All Facilities,Endarterectomy,125,646,2.9,14.9
2019/20,All Health Authorities,All Facilities,Esophagectomy,26,158,2.7,12.9
2019/20,All Health Authorities,All Facilities,Examination Under Anaesthetic,293,"1,060",5.0,21.0
2019/20,All Health Authorities,All Facilities,Excision Gynecomastia,94,119,13.0,61.6
2019/20,All Health Authorities,All Facilities,Excision Lesion/Tumour,686,"2,885",4.1,15.4
2019/20,All Health Authorities,All Facilities,Facial Bone Reconstruction,336,667,13.1,38.2
2019/20,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,"1,398","3,321",7.4,26.1
2019/20,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,66,205,6.6,23.9
2019/20,All Health Authorities,All Facilities,Foot/Ankle Surgery,492,774,13.1,38.0
2019/20,All Health Authorities,All Facilities,Foreign Body Removal Surgery,48,280,3.1,14.0
2019/20,All Health Authorities,All Facilities,Fracture Repair,182,"1,594",0.7,8.1
2019/20,All Health Authorities,All Facilities,Free Flap Graft,25,106,3.2,12.4
2019/20,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,13,136,2.0,10.5
2019/20,All Health Authorities,All Facilities,Hand/Wrist Surgery,848,"2,435",6.0,25.9
2019/20,All Health Authorities,All Facilities,Hernia Repair - Abdominal,"4,647","12,491",8.4,28.0
2019/20,All Health Authorities,All Facilities,Hernia Repair - Hiatal,167,319,8.4,39.5
2019/20,All Health Authorities,All Facilities,Hip Replacement,"3,301","7,429",14.1,40.7
2019/20,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,489,"2,344",4.9,13.9
2019/20,All Health Authorities,All Facilities,Knee - ACL Repair,879,"1,882",8.7,32.1
2019/20,All Health Authorities,All Facilities,Knee - Meniscectomy,444,"1,623",7.7,29.5
2019/20,All Health Authorities,All Facilities,Knee Arthroscopy,"1,336","2,747",7.1,29.0
2019/20,All Health Authorities,All Facilities,Knee Replacement,"6,511","11,207",17.1,45.9
2019/20,All Health Authorities,All Facilities,Laparoscopy,294,973,5.9,21.1
2019/20,All Health Authorities,All Facilities,Laparotomy,44,309,3.0,11.6
2019/20,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,"1,367","3,780",4.0,24.3
2019/20,All Health Authorities,All Facilities,Ligament Surgery,141,286,3.8,30.3
2019/20,All Health Authorities,All Facilities,Lipectomy,53,49,11.3,44.0
2019/20,All Health Authorities,All Facilities,Lung Surgery,80,768,2.1,5.9
2019/20,All Health Authorities,All Facilities,Male Reproductive Surgery,924,"2,378",6.4,25.6
2019/20,All Health Authorities,All Facilities,Mastectomy,474,"4,292",2.9,7.0
2019/20,All Health Authorities,All Facilities,Mastoidectomy,145,261,10.3,50.6
2019/20,All Health Authorities,All Facilities,Myringotomy,453,"1,379",5.3,18.1
2019/20,All Health Authorities,All Facilities,Nasal Surgery,"2,436","3,093",14.1,50.1
2019/20,All Health Authorities,All Facilities,Nerve Surgery,568,987,5.0,34.6
2019/20,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,142,413,7.3,34.4
2019/20,All Health Authorities,All Facilities,Other Ear Surgery,154,207,9.7,55.9
2019/20,All Health Authorities,All Facilities,Other Eye Surgery,"2,077","5,285",5.7,24.1
2019/20,All Health Authorities,All Facilities,Other Joint Reconstruction,"1,340","2,073",12.0,39.0
2019/20,All Health Authorities,All Facilities,Other Orthopaedic Surgery,"2,474","6,326",7.0,32.0
2019/20,All Health Authorities,All Facilities,Other Urology Surgery,"1,325","6,732",4.0,15.4
2019/20,All Health Authorities,All Facilities,Parotidectomy,247,395,9.7,39.3
2019/20,All Health Authorities,All Facilities,Prostate Surgery,"1,424","5,481",5.6,23.6
2019/20,All Health Authorities,All Facilities,Rectal Surgery,820,"1,702",8.9,32.4
2019/20,All Health Authorities,All Facilities,Rib Resection,7,35,14.0,116.9
2019/20,All Health Authorities,All Facilities,Scope of Chest,45,570,3.0,8.3
2019/20,All Health Authorities,All Facilities,Shoulder Surgery,"2,191","3,340",11.9,40.1
2019/20,All Health Authorities,All Facilities,Shunt Insertion/Removal,6,28,4.0,10.6
2019/20,All Health Authorities,All Facilities,Sinus Surgery,"1,640","1,921",17.9,52.0
2019/20,All Health Authorities,All Facilities,Skin Surgery,445,798,7.1,40.9
2019/20,All Health Authorities,All Facilities,Skin Tumour Removal,927,"3,471",4.0,18.3
2019/20,All Health Authorities,All Facilities,Sphincterotomy,44,109,6.4,29.3
2019/20,All Health Authorities,All Facilities,Spinal/Back Surgery,"2,094","3,749",8.1,38.0
2019/20,All Health Authorities,All Facilities,Tendon Surgery,356,903,4.1,32.8
2019/20,All Health Authorities,All Facilities,Thoracotomy,24,136,1.9,8.1
2019/20,All Health Authorities,All Facilities,Thyroidectomy,439,"1,160",8.3,31.4
2019/20,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,"1,615","3,289",10.9,38.5
2019/20,All Health Authorities,All Facilities,Tympanoplasty,562,583,14.1,52.7
2019/20,All Health Authorities,All Facilities,Uterine Surgery,"3,627","13,875",6.4,25.3
2019/20,All Health Authorities,All Facilities,Vaginal Repair,662,"1,428",8.4,29.8
2019/20,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,"1,462","1,368",18.7,73.0
2019/20,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,117,547,2.7,15.0
2019/20,All Health Authorities,All Facilities,Vascular Surgery - Other,321,"1,628",2.9,13.3
2019/20,All Health Authorities,All Facilities,Wound/Laceration Care,276,"1,081",3.0,22.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Abdominoplasty,8,13,12.0,47.8
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Other Procedures,18,42,6.9,30.8
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,"2,908","5,129",9.9,35.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Aortic Aneurysm Repair,10,61,5.0,12.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Appendectomy,<5,5,5.4,19.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Biopsy in OR,9,27,2.4,20.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bladder Surgery,81,201,4.7,29.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bowel Resection,5,67,2.0,5.9
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Biopsy,12,160,3.6,7.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reconstruction,19,54,4.5,33.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reduction,166,144,30.6,51.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cholecystectomy,52,210,7.0,22.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Colostomy/Ileostomy,<5,15,7.9,17.2
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cone Biopsy,<5,12,3.7,12.2
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cyst/Ganglion Removal,<5,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,D&C and Related Surgery,85,178,10.5,31.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Dental Surgery,116,216,11.8,27.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Endarterectomy,12,81,4.3,13.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Examination Under Anaesthetic,12,46,10.9,29.9
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Excision Gynecomastia,<5,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Excision Lesion/Tumour,66,65,6.9,24.9
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Facial Bone Reconstruction,6,5,15.7,17.4
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fallopian Tube/Ovarian Surgery,115,139,14.0,31.5
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fistula Repair - Non Vascular,9,6,19.4,32.9
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foot/Ankle Surgery,63,58,20.2,34.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foreign Body Removal Surgery,<5,5,3.9,7.5
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fracture Repair,11,35,1.3,18.8
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hand/Wrist Surgery,13,35,14.1,44.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Abdominal,242,373,12.6,30.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Hiatal,<5,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hip Replacement,101,159,20.9,44.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Kidney/Bladder Stone Removal,5,13,4.6,25.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - ACL Repair,6,11,23.0,35.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - Meniscectomy,7,33,7.7,27.8
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee Replacement,264,334,26.8,50.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparoscopy,19,35,17.9,34.2
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparotomy,<5,7,11.3,16.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Ligament Surgery,9,14,20.3,45.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Male Reproductive Surgery,48,63,12.3,34.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Mastectomy,<5,118,2.6,4.4
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Mastoidectomy,7,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Myringotomy,6,56,3.1,12.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nasal Surgery,70,121,14.1,29.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nerve Surgery,<5,10,2.4,24.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Oral Cavity & Pharynx Surgery,<5,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Ear Surgery,<5,<5,,
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Eye Surgery,5,11,30.4,48.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Joint Reconstruction,34,53,17.0,30.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Orthopaedic Surgery,37,130,8.9,38.1
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Urology Surgery,50,227,4.0,23.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Parotidectomy,10,8,17.6,27.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Prostate Surgery,126,201,14.9,34.0
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Rectal Surgery,22,28,10.4,26.5
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Shoulder Surgery,61,63,24.3,41.3
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sinus Surgery,11,38,7.5,28.4
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Surgery,8,9,15.0,59.5
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Tumour Removal,43,71,7.1,30.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sphincterotomy,5,7,20.0,27.8
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tendon Surgery,11,27,5.9,26.4
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Thyroidectomy,20,66,8.9,25.4
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tonsillectomy/Adenoidectomy,39,78,13.5,39.6
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Uterine Surgery,194,550,16.6,32.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vaginal Repair,49,39,19.1,33.9
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Varicose Veins Ligation/Stripping,443,89,54.0,66.7
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Bypass Graft - Non Cardiac,7,87,2.6,10.2
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Surgery - Other,10,58,5.3,15.5
2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,Wound/Laceration Care,23,43,10.9,28.0
2019/20,Fraser,All Facilities,Abdominoplasty,39,54,20.4,50.6
2019/20,Fraser,All Facilities,All Other Procedures,397,851,4.9,26.7
2019/20,Fraser,All Facilities,All Procedures,"26,964","66,496",8.0,33.4
2019/20,Fraser,All Facilities,Aortic Aneurysm Repair,23,129,4.1,13.0
2019/20,Fraser,All Facilities,Appendectomy,15,92,4.9,13.9
2019/20,Fraser,All Facilities,Bariatric Surgery,<5,21,11.0,31.0
2019/20,Fraser,All Facilities,Biopsy in OR,30,312,2.1,6.0
2019/20,Fraser,All Facilities,Bladder Surgery,354,"1,544",4.1,17.8
2019/20,Fraser,All Facilities,Bowel Resection,86,706,2.9,10.6
2019/20,Fraser,All Facilities,Breast Biopsy,69,776,2.7,6.4
2019/20,Fraser,All Facilities,Breast Reconstruction,262,363,13.7,51.3
2019/20,Fraser,All Facilities,Breast Reduction,784,698,26.6,56.6
2019/20,Fraser,All Facilities,CSF Drainage,<5,14,2.6,4.6
2019/20,Fraser,All Facilities,Cataract Surgery,"7,169","19,651",10.1,33.1
2019/20,Fraser,All Facilities,Cholecystectomy,626,"2,148",5.6,19.3
2019/20,Fraser,All Facilities,Colostomy/Ileostomy,43,154,6.0,16.8
2019/20,Fraser,All Facilities,Cone Biopsy,15,117,4.6,12.0
2019/20,Fraser,All Facilities,Cranial Surgery,9,162,1.6,5.4
2019/20,Fraser,All Facilities,Cyst/Ganglion Removal,29,71,12.3,30.1
2019/20,Fraser,All Facilities,D&C and Related Surgery,602,"1,921",6.3,26.5
2019/20,Fraser,All Facilities,Dental Surgery,355,"1,077",9.0,27.1
2019/20,Fraser,All Facilities,Endarterectomy,35,167,4.0,15.1
2019/20,Fraser,All Facilities,Esophagectomy,5,53,1.7,3.8
2019/20,Fraser,All Facilities,Examination Under Anaesthetic,141,402,5.9,22.4
2019/20,Fraser,All Facilities,Excision Gynecomastia,27,43,13.0,69.3
2019/20,Fraser,All Facilities,Excision Lesion/Tumour,176,578,3.9,19.5
2019/20,Fraser,All Facilities,Facial Bone Reconstruction,89,191,9.6,48.3
2019/20,Fraser,All Facilities,Fallopian Tube/Ovarian Surgery,567,937,10.2,33.8
2019/20,Fraser,All Facilities,Fistula Repair - Non Vascular,53,140,8.6,24.0
2019/20,Fraser,All Facilities,Foot/Ankle Surgery,153,171,18.0,39.1
2019/20,Fraser,All Facilities,Foreign Body Removal Surgery,8,47,2.1,9.3
2019/20,Fraser,All Facilities,Fracture Repair,39,442,0.9,9.0
2019/20,Fraser,All Facilities,Free Flap Graft,<5,9,1.0,3.4
2019/20,Fraser,All Facilities,Hand/Wrist Surgery,198,502,8.6,29.1
2019/20,Fraser,All Facilities,Hernia Repair - Abdominal,"1,492","4,022",8.7,25.3
2019/20,Fraser,All Facilities,Hernia Repair - Hiatal,55,47,3.1,22.3
2019/20,Fraser,All Facilities,Hip Replacement,668,"1,390",14.9,44.0
2019/20,Fraser,All Facilities,Kidney/Bladder Stone Removal,97,490,6.6,13.5
2019/20,Fraser,All Facilities,Knee - ACL Repair,260,562,7.1,41.4
2019/20,Fraser,All Facilities,Knee - Meniscectomy,159,327,10.6,37.0
2019/20,Fraser,All Facilities,Knee Arthroscopy,354,578,5.9,26.6
2019/20,Fraser,All Facilities,Knee Replacement,"2,047","2,833",22.6,54.9
2019/20,Fraser,All Facilities,Laparoscopy,105,235,7.8,26.0
2019/20,Fraser,All Facilities,Laparotomy,8,77,3.9,17.3
2019/20,Fraser,All Facilities,Lens & Vitreous (non-cataract) Surgery,538,875,12.0,41.2
2019/20,Fraser,All Facilities,Ligament Surgery,33,91,4.1,27.9
2019/20,Fraser,All Facilities,Lipectomy,<5,6,15.1,35.1
2019/20,Fraser,All Facilities,Lung Surgery,15,159,2.4,5.4
2019/20,Fraser,All Facilities,Male Reproductive Surgery,176,467,6.7,30.0
2019/20,Fraser,All Facilities,Mastectomy,84,"1,012",2.7,8.0
2019/20,Fraser,All Facilities,Mastoidectomy,36,33,49.1,73.9
2019/20,Fraser,All Facilities,Myringotomy,157,321,4.0,26.0
2019/20,Fraser,All Facilities,Nasal Surgery,820,"1,082",17.7,56.0
2019/20,Fraser,All Facilities,Nerve Surgery,42,174,3.9,22.9
2019/20,Fraser,All Facilities,Oral Cavity & Pharynx Surgery,11,35,7.0,37.3
2019/20,Fraser,All Facilities,Other Ear Surgery,51,50,20.3,73.2
2019/20,Fraser,All Facilities,Other Eye Surgery,401,927,5.0,24.9
2019/20,Fraser,All Facilities,Other Joint Reconstruction,250,444,12.0,39.8
2019/20,Fraser,All Facilities,Other Orthopaedic Surgery,540,"1,186",7.4,32.3
2019/20,Fraser,All Facilities,Other Urology Surgery,337,"1,900",4.0,14.7
2019/20,Fraser,All Facilities,Parotidectomy,70,89,10.4,38.8
2019/20,Fraser,All Facilities,Prostate Surgery,379,"1,566",5.9,22.9
2019/20,Fraser,All Facilities,Rectal Surgery,229,472,7.0,23.4
2019/20,Fraser,All Facilities,Rib Resection,<5,0,,
2019/20,Fraser,All Facilities,Scope of Chest,<5,52,2.0,4.4
2019/20,Fraser,All Facilities,Shoulder Surgery,648,756,10.4,44.6
2019/20,Fraser,All Facilities,Sinus Surgery,493,609,17.9,44.6
2019/20,Fraser,All Facilities,Skin Surgery,113,169,14.0,48.3
2019/20,Fraser,All Facilities,Skin Tumour Removal,406,"1,126",4.7,22.7
2019/20,Fraser,All Facilities,Sphincterotomy,18,52,5.6,26.9
2019/20,Fraser,All Facilities,Spinal/Back Surgery,215,658,4.9,35.8
2019/20,Fraser,All Facilities,Tendon Surgery,69,206,1.8,20.8
2019/20,Fraser,All Facilities,Thoracotomy,<5,20,2.7,8.5
2019/20,Fraser,All Facilities,Thyroidectomy,141,357,6.4,32.8
2019/20,Fraser,All Facilities,Tonsillectomy/Adenoidectomy,489,910,10.1,48.4
2019/20,Fraser,All Facilities,Tympanoplasty,234,111,47.4,88.6
2019/20,Fraser,All Facilities,Uterine Surgery,"1,226","3,865",13.1,36.7
2019/20,Fraser,All Facilities,Vaginal Repair,310,433,16.7,37.1
2019/20,Fraser,All Facilities,Varicose Veins Ligation/Stripping,589,390,10.6,56.7
2019/20,Fraser,All Facilities,Vascular Bypass Graft - Non Cardiac,18,130,3.9,12.4
2019/20,Fraser,All Facilities,Vascular Surgery - Other,34,283,2.7,9.4
2019/20,Fraser,All Facilities,Wound/Laceration Care,135,374,5.9,27.0
2019/20,Fraser,Burnaby Hospital,Abdominoplasty,6,<5,,
2019/20,Fraser,Burnaby Hospital,All Other Procedures,103,164,7.6,27.8
2019/20,Fraser,Burnaby Hospital,All Procedures,"3,397","8,246",9.1,30.0
2019/20,Fraser,Burnaby Hospital,Appendectomy,<5,10,4.9,12.2
2019/20,Fraser,Burnaby Hospital,Bariatric Surgery,<5,10,16.9,34.6
2019/20,Fraser,Burnaby Hospital,Biopsy in OR,<5,21,2.0,6.9
2019/20,Fraser,Burnaby Hospital,Bladder Surgery,19,210,4.0,9.2
2019/20,Fraser,Burnaby Hospital,Bowel Resection,11,83,2.7,4.8
2019/20,Fraser,Burnaby Hospital,Breast Biopsy,<5,17,3.0,16.6
2019/20,Fraser,Burnaby Hospital,Breast Reconstruction,31,23,10.9,37.4
2019/20,Fraser,Burnaby Hospital,Breast Reduction,90,83,30.1,42.1
2019/20,Fraser,Burnaby Hospital,Cataract Surgery,"1,263","2,625",12.9,32.0
2019/20,Fraser,Burnaby Hospital,Cholecystectomy,73,209,5.9,27.2
2019/20,Fraser,Burnaby Hospital,Colostomy/Ileostomy,<5,15,2.9,13.5
2019/20,Fraser,Burnaby Hospital,D&C and Related Surgery,87,183,8.0,35.8
2019/20,Fraser,Burnaby Hospital,Examination Under Anaesthetic,<5,20,5.5,26.0
2019/20,Fraser,Burnaby Hospital,Excision Gynecomastia,<5,8,20.5,40.9
2019/20,Fraser,Burnaby Hospital,Excision Lesion/Tumour,6,31,3.6,20.6
2019/20,Fraser,Burnaby Hospital,Facial Bone Reconstruction,<5,<5,,
2019/20,Fraser,Burnaby Hospital,Fallopian Tube/Ovarian Surgery,51,87,12.6,34.5
2019/20,Fraser,Burnaby Hospital,Fistula Repair - Non Vascular,11,41,7.4,31.1
2019/20,Fraser,Burnaby Hospital,Foot/Ankle Surgery,15,20,10.7,27.6
2019/20,Fraser,Burnaby Hospital,Fracture Repair,<5,26,1.5,11.4
2019/20,Fraser,Burnaby Hospital,Hand/Wrist Surgery,69,131,15.9,35.0
2019/20,Fraser,Burnaby Hospital,Hernia Repair - Abdominal,124,396,5.7,23.6
2019/20,Fraser,Burnaby Hospital,Hernia Repair - Hiatal,6,<5,,
2019/20,Fraser,Burnaby Hospital,Hip Replacement,77,421,8.0,20.7
2019/20,Fraser,Burnaby Hospital,Kidney/Bladder Stone Removal,8,37,4.6,7.2
2019/20,Fraser,Burnaby Hospital,Knee - ACL Repair,20,33,10.9,27.7
2019/20,Fraser,Burnaby Hospital,Knee Arthroscopy,59,110,6.4,24.0
2019/20,Fraser,Burnaby Hospital,Knee Replacement,125,612,7.9,23.0
2019/20,Fraser,Burnaby Hospital,Laparoscopy,5,13,3.0,24.3
2019/20,Fraser,Burnaby Hospital,Lens & Vitreous (non-cataract) Surgery,7,55,5.1,23.2
2019/20,Fraser,Burnaby Hospital,Ligament Surgery,<5,<5,,
2019/20,Fraser,Burnaby Hospital,Male Reproductive Surgery,5,55,4.9,12.6
2019/20,Fraser,Burnaby Hospital,Mastectomy,5,46,3.9,21.4
2019/20,Fraser,Burnaby Hospital,Nasal Surgery,194,291,15.0,47.0
2019/20,Fraser,Burnaby Hospital,Nerve Surgery,6,27,13.4,24.5
2019/20,Fraser,Burnaby Hospital,Other Ear Surgery,<5,5,20.9,38.1
2019/20,Fraser,Burnaby Hospital,Other Eye Surgery,146,280,9.9,30.5
2019/20,Fraser,Burnaby Hospital,Other Joint Reconstruction,13,43,10.6,29.6
2019/20,Fraser,Burnaby Hospital,Other Orthopaedic Surgery,49,103,4.7,20.5
2019/20,Fraser,Burnaby Hospital,Other Urology Surgery,22,243,3.9,8.8
2019/20,Fraser,Burnaby Hospital,Parotidectomy,<5,8,5.9,17.4
2019/20,Fraser,Burnaby Hospital,Prostate Surgery,59,293,5.0,21.0
2019/20,Fraser,Burnaby Hospital,Rectal Surgery,21,46,7.4,24.4
2019/20,Fraser,Burnaby Hospital,Shoulder Surgery,93,141,8.9,22.1
2019/20,Fraser,Burnaby Hospital,Sinus Surgery,258,358,16.1,39.0
2019/20,Fraser,Burnaby Hospital,Skin Surgery,13,26,27.6,37.2
2019/20,Fraser,Burnaby Hospital,Skin Tumour Removal,51,85,5.1,25.2
2019/20,Fraser,Burnaby Hospital,Sphincterotomy,<5,<5,,
2019/20,Fraser,Burnaby Hospital,Tendon Surgery,14,12,2.3,10.3
2019/20,Fraser,Burnaby Hospital,Thyroidectomy,<5,12,5.4,9.1
2019/20,Fraser,Burnaby Hospital,Tonsillectomy/Adenoidectomy,39,76,8.3,36.1
2019/20,Fraser,Burnaby Hospital,Tympanoplasty,11,12,29.9,54.7
2019/20,Fraser,Burnaby Hospital,Uterine Surgery,89,306,8.3,28.2
2019/20,Fraser,Burnaby Hospital,Vaginal Repair,<5,15,7.3,31.5
2019/20,Fraser,Burnaby Hospital,Wound/Laceration Care,6,28,4.0,15.5
2019/20,Fraser,Chilliwack General Hospital,All Other Procedures,5,38,5.6,16.3
2019/20,Fraser,Chilliwack General Hospital,All Procedures,"2,094","8,157",8.1,27.6
2019/20,Fraser,Chilliwack General Hospital,Biopsy in OR,<5,20,2.4,6.4
2019/20,Fraser,Chilliwack General Hospital,Bladder Surgery,21,126,4.7,11.3
2019/20,Fraser,Chilliwack General Hospital,Bowel Resection,7,66,3.2,7.6
2019/20,Fraser,Chilliwack General Hospital,Breast Biopsy,5,69,2.7,6.2
2019/20,Fraser,Chilliwack General Hospital,Cataract Surgery,"1,237","5,113",9.0,29.1
2019/20,Fraser,Chilliwack General Hospital,Cholecystectomy,32,157,5.7,14.1
2019/20,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,<5,15,6.9,17.4
2019/20,Fraser,Chilliwack General Hospital,Cone Biopsy,12,51,4.9,11.3
2019/20,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,<5,5,3.1,13.0
2019/20,Fraser,Chilliwack General Hospital,D&C and Related Surgery,63,133,8.0,25.5
2019/20,Fraser,Chilliwack General Hospital,Dental Surgery,12,44,18.1,51.3
2019/20,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,5,33,5.0,21.0
2019/20,Fraser,Chilliwack General Hospital,Excision Gynecomastia,<5,<5,,
